filename,species,mycorrhiza,condition,treatment,plant,captured,frame,source_path
TREES_X_x4-4_01.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,x4-4,2018-05-27 17:48:34 UTC,1/6,"/X, -M control/x4-4 jpegs/N1-2018-05-27-17_48_34_result.jpg"
TREES_X_x4-4_02.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,x4-4,2018-05-29 04:40:59 UTC,2/6,"/X, -M control/x4-4 jpegs/N1-2018-05-29-04_40_59_result.jpg"
TREES_X_x4-4_03.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,x4-4,2018-05-30 15:33:23 UTC,3/6,"/X, -M control/x4-4 jpegs/N1-2018-05-30-15_33_23_result.jpg"
TREES_X_x4-4_04.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,x4-4,2018-06-01 02:25:44 UTC,4/6,"/X, -M control/x4-4 jpegs/N1-2018-06-01-02_25_44_result.jpg"
TREES_X_x4-4_05.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,x4-4,2018-06-02 13:18:06 UTC,5/6,"/X, -M control/x4-4 jpegs/N1-2018-06-02-13_18_06_result.jpg"
TREES_X_x4-4_06.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,x4-4,2018-06-04 00:10:04 UTC,6/6,"/X, -M control/x4-4 jpegs/N1-2018-06-04-00_10_04_result.jpg"
TREES_X_x4-5_01.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,x4-5,2018-05-27 17:50:41 UTC,1/6,"/X, -M control/x4-5 jpegs/N1-2018-05-27-17_50_41_result.jpg"
TREES_X_x4-5_02.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,x4-5,2018-05-29 04:43:06 UTC,2/6,"/X, -M control/x4-5 jpegs/N1-2018-05-29-04_43_06_result.jpg"
TREES_X_x4-5_03.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,x4-5,2018-05-30 14:33:57 UTC,3/6,"/X, -M control/x4-5 jpegs/N1-2018-05-30-14_33_57_result.jpg"
TREES_X_x4-5_04.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,x4-5,2018-06-01 00:24:47 UTC,4/6,"/X, -M control/x4-5 jpegs/N1-2018-06-01-00_24_47_result.jpg"
TREES_X_x4-5_05.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,x4-5,2018-06-02 10:15:36 UTC,5/6,"/X, -M control/x4-5 jpegs/N1-2018-06-02-10_15_36_result.jpg"
TREES_X_x4-5_06.jpg,Populus tremula,-ECM (no inoculation),Ground,X · -ECM · Ground,x4-5,2018-06-03 20:06:02 UTC,6/6,"/X, -M control/x4-5 jpegs/N1-2018-06-03-20_06_02_result.jpg"
